school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude,longitude
TEMASEK JUNIOR COLLEGE,http://www.temasekjc.moe.edu.sg,2 TAMPINES AVENUE 9 TEMASEK JUNIOR COLLEGE SINGAPORE 529564,529564,64428066,na,64428762,na,TEMASEK_JC@MOE.EDU.SG,TAMPINES EAST MRT,"Bus Service along Tampines Ave 9: 18, 29 and 29A; Bus Service along Tampines Ave 7: 3, 3A, 4, 9, 9A, 12, 12e, 17, 18, 19, 21, 29, 29A, 34, 34B, 37, 39, 59, 81, 293 and 518.",MR LIU EARNLER,MRS WENDY GOH,"MR QUEK POH BENG, KENNETH",MR CHAN KOK YEW MARK,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.35728017255861,103.956185936394
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,469300,64438134,na,64495871,na,TEMASEK_PS@MOE.EDU.SG,Tanah Merah MRT,"25,46, 48, 229",MADAM ANG GEK LENG ALISON AMANDA,MADAM ONG SEOW PENG,MADAM HASLINDAH BTE BAHROM,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31770677551333,103.945590669163
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561,465561,64495020,na,64491450,na,TEMASEK_SS@MOE.EDU.SG,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",MR TAN SHUN LOONG,MR PONG WEN LONG,MR CHANDRASEKARAN S/O AMMIAPPAN,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.31591673150616,103.947564112022
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3 ANG MO KIO AVENUE 10 PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP SINGAPORE 569730,569730,64574345,na,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR EDDIE FOO CHIT CHEONG,MR HO SENG TAT SUNNY,MADAM LYNETTE FERNANDEZ,MR MARTIN VELAN ANTHONY,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35994649477568,103.853768994775
VICTORIA JUNIOR COLLEGE,https://www.victoriajc.moe.edu.sg/,20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035,449035,64485011,na,64438337,na,VICTORIA_JC@MOE.EDU.SG,"Nearest MRT Stations:  Marine Terrace, Kembangan, Eunos","13, 16, 16M, 31, 36, 36A, 36B, 43, 47, 48, 55, 196, 196A, 196e, 197, 853M",MR LOW SWEE HENG JEFFREY,MR KOH WEINING,MS LEE YUN YUN GRACE,MRS KAREN TAY,MR LIM KWEE HONG KYLE,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,CHINESE,MALAY,TAMIL,1.30670174177479,103.919982704149
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,448880,62912965,na,64452609,na,VICTORIA_SCH@MOE.EDU.SG,"SIGLAP, BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 155, 196, 196E, 197, 401, 853M",MR LOW CHUN MENG,MR LIM WEI ZHONG CLARENCE,"MR WU BIWEI, IVAN",MR ANG JOHNNY,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,Yes,CHINESE,MALAY,TAMIL,1.3087130270751,103.927980966639
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70 PUNGGOL DRIVE KNOWLEDGE PARK EDUCARE PTE LTD (WATERWAY PRIMARY) SINGAPORE 828802,828802,6636 6880,na,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MR WONG KENG YUIN WILBUR,MADAM TAN GEK SIM MAGELLA,MADAM CHUA KIM LAN JUDY,MADAM SHARIFAH MASTURAH BTE S OSMAN,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39889261226315,103.918585924582
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10 WELLINGTON CIRCLE MOE KINDERGARTEN @ WELLINGTON SINGAPORE 757702,757702,67533319,na,67533765,na,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",MR ALCANTARA ALBERT ALFRED,MADAM HOONG WHEE SIEN,MADAM SHAHRULHANA BTE MOHAMED,MR NG WEE MING DENNIS,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.45168517614776,103.822516208087
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1 JURONG WEST STREET 72 NASCANS @ WEST GROVE SINGAPORE 649223,649223,62679234,na,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MISS MABEL GOH,MADAM GOH XUEMIN CHERMAINE,"MADAM TAY SOOK HIAN, AUDREY",na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34471211768915,103.698964212988
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60 BUKIT PANJANG RING ROAD MOE KINDERGARTEN @ WEST SPRING SINGAPORE 679946,679946,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN,MR WILLY TAN NGUAN PENG,MADAM KUM LAI MENG,MR SIM KOOI SUEN,MR CHIN HONG FAI HUMPHREY,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38917971808454,103.76639772288
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737,677737,68920369,na,68929468,na,WESTSPRINGSS@MOE.EDU.SG,"BUKIT PANJANG MRT, JELAPANG LRT, SENJA LRT","920, 972, 976",MADAM YONG LI LING BELINDA,MR MALVIN CHAN HUAN JIAN,MADAM SIM BEE LIAN (SHEN MEILIAN),na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38782283303782,103.760128840155
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31 SENJA ROAD BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL) SINGAPORE 677742,677742,67600178,na,67600147,na,WVPS@MOE.EDU.SG,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",MR LEE FOOK LOONG EUGENE,MADAM ONG POH CHOO DORIS,MADAM SITI SUHAILA BTE SAPIHE,na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38378546546228,103.760273432258
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1 JURONG WEST STREET 73 MOE KINDERGARTEN @ WESTWOOD SINGAPORE 649188,649188,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MR CHEE CHIT YENG,MR LOW MIN CHYE,MISS CHONG HUAY LENG,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3477109654722,103.700467520791
WESTWOOD SECONDARY SCHOOL,https://www.westwoodsec.moe.edu.sg,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,648350,67929737,na,67929738,na,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974, 974A",MR ABDUL HARRIS B SUMARDI,MR HOI WENG KIT DERRICK,MISS THEODORA HUANG XINYI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35373698510994,103.701772102139
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075,519075,69229100,na,65815013,na,WSPS@MOE.EDU.SG,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MADAM WONG LIN LIN AUDREY,MS REZINA KHAN D/O ABDUL RAHIM,MISS TIONG LINA,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36563610941695,103.960861814678
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747,579747,64561336,na,64591330,na,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",MISS KOH LIN LYNN,MR TAN YIT KEE,MR TAY KIM SENG,na,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35505208480649,103.842552378136
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2 WOODLANDS DRIVE 14 COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,738079,68943371,na,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MR PHANG TECK HOW,MR SIM YONG MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43273620725049,103.79023031392
WOODGROVE SECONDARY SCHOOL,https://www.woodgrovesec.moe.edu.sg,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990,738990,68932564,na,68934458,na,WOODGROVE_SS@MOE.EDU.SG,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",MR CHUA CHOR HUAT,MADAM TAN PHAIK HOON (CHEN BIHONG),MRS VENKATRAMAN CHITHRA,MR LOKE KOK LEONG,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42831828137013,103.79604758539
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,62697410,na,63671165,na,WPS@MOE.EDU.SG,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MR RAZALI B SENIN,MISS SUSANNA CHAU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43658270720199,103.791791282236
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11 WOODLANDS RING ROAD POWERLIFE STUDENT SERVICES SINGAPORE 738240,738240,63643679,na,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,MR LIM KIM THYE,MR CHEW CHIN MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43485179380236,103.79741434351
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,21 WOODLANDS AVENUE 1 WOODLANDS RING SECONDARY SCHOOL (TILL JAN 2029) SINGAPORE 739062,739062,63643712,na,na,na,WRSS@MOE.EDU.SG,ADMIRALTY MRT,912,MR LAM YUI- P'NG,MR TAY YONG SEAH MELVIN,"MR SIM KOK HIAN, KENNETH",MR HEE JUAY AY,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43070452883799,103.777625748539
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111,739111,68494400,na,62691774,na,WSS@MOE.EDU.SG,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913, 913T, 178, 856, 903",MISS MOH CUI RONG REBECCA,MADAM MASAYU BINTE MAHMUD,MR TAY HONG JOO STEVEN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43912528141356,103.774586410437
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45 HOUGANG AVENUE 1 HOME-IN-SCHOOL CONNECTION STUDENT CARE CENTRE SINGAPORE 538882,538882,62889121,na,62838831,na,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR LEOW YEN MIN,MISS PHUA AI LEI,MS TAN BEE YIN (CHEN MEIYING),na,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35799653782463,103.890216355459
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5 JURONG WEST STREET 91 SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL) SINGAPORE 649036,649036,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,"MADAM CHAN SIN LI, CINDY",MDM ANG HWEE LOO,MADAM S ANITHA,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34270639669225,103.687588478681
XINMIN PRIMARY SCHOOL,https://xinminpri.moe.edu.sg/,9 HOUGANG AVENUE 8 RAFFLES STUDENT CARE CENTRE LLP (XINMIN PRIMARY) SINGAPORE 538784,538784,62835479,na,62880334,na,XINMIN_PS@MOE.EDU.SG,Nil,"74, 147, 165, 112",MADAM TAN KAY LING,MRS AHKEELA JULIA BEE D/O HANIFAH,MR LIM BOON TECK,na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37176798317468,103.88280991785
XINMIN SECONDARY SCHOOL,http://www.xinminsec.moe.edu.sg,11 HOUGANG AVENUE 8 XINMIN SECONDARY SCHOOL SINGAPORE 538789,538789,62889382,na,63851068,na,XINMIN_SS@MOE.EDU.SG,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",MR TAN SOON HUI,MR GOH KAR WHEE,MADAM KOMATHI D/O P KESAVAN,MR TAN KOK KWANG,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.37255884700002,103.88305161385
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,67588837,na,67588361,na,XISHAN_PS@MOE.EDU.SG,Alight at Yishun MRT Station; Take Exit C; Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.","MADAM NGOH YING LI, JANE",MISS LATHA D/O SINASAMY,MADAM LEE WEE LING (LI WEILIN),na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43347186925064,103.837755319448
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108,556108,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3); 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MR ERIC LEE WEI TAT,MISS MICHELLE HUANG,MADAM TAN ENG ENG JENNY,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3489768083841,103.868467129954
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10 CHOA CHU KANG STREET 64 PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY) SINGAPORE 689100,689100,67670027,na,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MADAM NUR SABARIAH BTE MOHD IBRAHIM,MR NG SIOK KWANG ANDREW,MADAM TOH GUAT HWA PAULINE,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39672603497195,103.751817992962
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,538720,63851365,na,63855915,na,YCKPS@MOE.EDU.SG,Hougang MRT Station; Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MS POH HWEE THING,MADAM RAMACHANDRA SUGUNA,MR TAN TECK MING,na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37793264345276,103.885643682171
YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868,569868,64560669,na,65522927,na,YCKSS@MOE.EDU.SG,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",MADAM BETTY CHANG,MR LIM HOCK CHYE KEVIN,"MR PEK XU HAO, ALVIN",na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37797597740925,103.84213696352
YISHUN INNOVA JUNIOR COLLEGE,https://yijc.moe.edu.sg/,3 YISHUN RING ROAD YISHUN INNOVA JUNIOR COLLEGE SINGAPORE 768675,768675,62579873,na,62574373,na,yijc@moe.edu.sg,"Yishun, Khatib","167, 169, 171, 800, 812",MR MICHAEL DE SILVA,MRS LEE HUI XIN,MR LOI GUANG YOU,MISS CHOY WEN JU JULIEANNE,MR LONG TIEN HO,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.42426692572335,103.83003171149
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500 YISHUN RING ROAD MOE KINDERGARTEN @ YISHUN SINGAPORE 768679,768679,62577461,na,67554198,na,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,MR CHAN WENG YEW MARVIN,MADAM FARLINAH SUPAAH,"MISS WONG PEI LI, PAMELA",MR LEE HAN KEONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43397617334964,103.834050796658
YISHUN SECONDARY SCHOOL,http://www.yishunsec.moe.edu.sg,4 YISHUN STREET 71 YISHUN SECONDARY SCHOOL SINGAPORE 768516,768516,68767129,na,67557748,na,YISHUN_SS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","167,  169,  171,  800,  807, 811, 812,  856,  858,  859,  860,  969, 980",MRS REGINA LEE,MRS CHAN WEE MING,MR TAY HIANG SOON,MR JAYAKUMAR S/O NAVARETNAM,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42813324276086,103.828764316679
YISHUN TOWN SECONDARY SCHOOL,http://www.yishuntownsec.moe.edu.sg,6 YISHUN STREET 21 YISHUN TOWN SECONDARY SCHOOL SINGAPORE 768610,768610,67587219,na,67559112,na,YTSS@MOE.EDU.SG,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",MR NG TEO HENG,MADAM CH'NG YUEN PING,MR GOH YINGLUN ALLAN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.43232156717386,103.838094226361
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56 BEDOK NORTH STREET 3 BIG HEART STUDENT CARE @ YU NENG SINGAPORE 469623,469623,64490121,na,64498564,na,YNPS@MOE.EDU.SG,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",MR NG YEOW LING,MISS ONG PEI FEN JAMIE,MR EDWIN ONG YOKE YAM,MR SATIISH SATHASILVAM,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33398037894072,103.932015036296
YUAN CHING SECONDARY SCHOOL,https://yuanchingsec.moe.edu.sg/,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654,618654,62612489,na,62616275,na,YCSS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 98M, 154, 180, 187, 240, 240M, 246",MR SHAWAL BIN HUSSIN,MR TANG HSIN WEI,MISS TANG SHIEN YIN,"MR TEO HUI YAO, JULIUS",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34200635764467,103.72089870437
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158 JURONG EAST STREET 24 PRO-TEACH SCHOOLCARE (YUHUA) SINGAPORE 609558,609558,65605062,na,65648278,na,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",MRS RUTH TAI MEI FEN,MADAM ZOEY LIM CHING SIA,na,na,na,na,na,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34291981622016,103.740861148879
YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406,649406,65661985,na,65696689,na,YUHUA_SS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502","MR PANG CHIN KEAT, KEVIN",MR TAN CHIN GUAN,MISS CHIA KEL- LI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34718626876968,103.722687235839
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3 TAMPINES STREET 21 SHG STUDENT CARE (YUMIN PRIMARY SCHOOL) SINGAPORE 529393,529393,67811262,na,67845554,na,YUMIN_PS@MOE.EDU.SG,Tampines MRT Station,3,MRS NG- TEO SOCK HUA,MR ABDUL MUTALIB B MOHAMMED AMIN,MADAM TAN BETTY,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35131569890862,103.950551091373
YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,8 SUMANG WALK YUSOF ISHAK SECONDARY SCHOOL SINGAPORE 828676,828676,65009800,na,65675502,na,YISS@MOE.EDU.SG,PUNGGOL MRT,"117, 382W, 43",MR CHEN ZIYANG,MISS LOH SEIN LING,MR CHEONG TIEN BENG,"LIN ZHEN JIANG, TEDDY",na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.40693702458178,103.896275149571
YUYING SECONDARY SCHOOL,http://www.yuyingsec.moe.edu.sg,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884,538884,62827968,na,62871607,na,YUYING_SS@MOE.EDU.SG,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",MR CHONG JACK SHENG,MR CHAN IVIN,MR CHEONG KAH KAY GABRIEL,MADAM TAN HUI LING,na,na,na,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35713595302467,103.890194755287
